domain,accession,name,phylum,class,order,family,genus,species,genbank,protein,prokka,description,oldname
Bacteria,ADL02462.1,X,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas subvibrioides ATCC 15264,CP002102.1,ADL02462.1,NA,MotA/TolQ/ExbB proton channel,ADL02462.1_AQB_Brevundimonas
Bacteria,ADN09321.1,X,Pseudomonadota,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Sulfurimonas autotrophica DSM 16294,CP002205.1,ADN09321.1,NA,MotA/TolQ/ExbB proton channel,ADN09321.1_AQB_Sulfurimonas
Bacteria,ADV62354.1,X,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera,Isosphaera pallida ATCC 43644,CP002353.1,ADV62354.1,NA,hypothetical protein Isop_1771,ADV62354.1_HypIsop_1771_Isosphaera
Bacteria,ADV63187.1,X,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera,Isosphaera pallida ATCC 43644,CP002353.1,ADV63187.1,NA,MotA/TolQ/ExbB proton channel,ADV63187.1_AQB_Isosphaera
Bacteria,ADV63710.1,X,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera,Isosphaera pallida ATCC 43644,CP002353.1,ADV63710.1,NA,MotA/TolQ/ExbB proton channel,ADV63710.1_AQB_Isosphaera
Bacteria,ADV63892.1,X,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Isosphaera,Isosphaera pallida ATCC 43644,CP002353.1,ADV63892.1,NA,MotA/TolQ/ExbB proton channel,ADV63892.1_AQB_Isosphaera
Bacteria,ADY58078.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY58078.1,NA,MotA/TolQ/ExbB proton channel,ADY58078.1_AQB_Rubinisphaera
Bacteria,ADY58081.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY58081.1,NA,MotA/TolQ/ExbB proton channel,ADY58081.1_AQB_Rubinisphaera
Bacteria,ADY58376.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY58376.1,NA,MotA/TolQ/ExbB proton channel,ADY58376.1_AQB_Rubinisphaera
Bacteria,ADY60068.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY60068.1,NA,MotA/TolQ/ExbB proton channel,ADY60068.1_AQB_Rubinisphaera
Bacteria,ADY61197.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY61197.1,NA,MotA/TolQ/ExbB proton channel,ADY61197.1_AQB_Rubinisphaera
Bacteria,ADY61978.1,X,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis DSM 5305,CP002546.1,ADY61978.1,NA,MotA/TolQ/ExbB proton channel,ADY61978.1_AQB_Rubinisphaera
Bacteria,AEI88772.1,X,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,Candidatus Midichloria mitochondrii IricVA,CP002130.1,AEI88772.1,NA,flagellar motor protein MotA duplicate,AEI88772.1_MotA
Bacteria,AEI88825.1,X,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria,Candidatus Midichloria mitochondrii IricVA,CP002130.1,AEI88825.1,NA,Tolq transport protein,AEI88825.1_TolQ_Candidatus
Bacteria,AEM21069.1,X,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira intermedia PWS/A,CP002874.1,AEM21069.1,NA,Flagellar Motor Protein,AEM21069.1_Brachyspira
Bacteria,AEM22241.1,X,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira intermedia PWS/A,CP002874.1,AEM22241.1,NA,biopolymer transport protein ExbB,AEM22241.1_ExbB_Brachyspira
Bacteria,AEO47025.1,X,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum F11,CP003046.1,AEO47025.1,NA,MotA/TolQ/ExbB proton channel,AEO47025.1_AQB_Rhodospirillum
Bacteria,AEW03299.1,X,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis GR20-10,CP003178.1,AEW03299.1,NA,outer membrane transport energization protein ExbB,AEW03299.1_ExbB_Niastella
Bacteria,AFL88606.1,X,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus DSM 18391,CP003379.1,AFL88606.1,NA,biopolymer transport protein,AFL88606.1_Terriglobus
Bacteria,AFL88814.1,X,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus DSM 18391,CP003379.1,AFL88814.1,NA,flagellar motor component,AFL88814.1_MotA_Terriglobus
Bacteria,AGR80198.1,X,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma phagocytophilum str. JM,CP006617.1,AGR80198.1,NA,TolQ protein,AGR80198.1_TolQ_Anaplasma
Bacteria,AHE95900.1,X,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,CP007028.1,AHE95900.1,NA,flagellar motor protein MotA,AHE95900.1_MotA_Thermocrinis
Bacteria,AHE96346.1,X,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,CP007028.1,AHE96346.1,NA,TolQ,AHE96346.1_TolQ_Thermocrinis
Bacteria,AHZ83417.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ83417.1,NA,motility protein A,AHZ83417.1_MotA_Bdellovibrio
Bacteria,AHZ83632.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ83632.1,NA,flagellar motor protein MotA,AHZ83632.1_MotA_Bdellovibrio
Bacteria,AHZ84037.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ84037.1,NA,adventurous gliding motility protein R,AHZ84037.1
Bacteria,AHZ84904.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ84904.1,NA,gliding motility protein,AHZ84904.1
Bacteria,AHZ85791.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ85791.1,NA,flagellar motor protein MotA,AHZ85791.1_MotA_Bdellovibrio
Bacteria,AHZ85825.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ85825.1,NA,adventurous gliding motility protein X,AHZ85825.1_gliding_Bdellovibrio
Bacteria,AHZ86042.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ86042.1,NA,gliding motility protein,AHZ86042.1
Bacteria,AHZ86092.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ86092.1,NA,tolQ protein,AHZ86092.1_TolQ_Bdellovibrio
Bacteria,AHZ86892.1,X,Pseudomonadota,Oligoflexia,Bdellovibrionales,Pseudobdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,CP007656.1,AHZ86892.1,NA,adventurous gliding motility protein R,AHZ86892.1_gliding_Bdellovibrio
Bacteria,AIK95558.1,X,Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,CP008941.1,AIK95558.1,NA,biopolymer transporter ExbB,AIK95558.1_ExbB_Candidatus
Bacteria,AIK95837.1,X,Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,CP008941.1,AIK95837.1,NA,flagellar motor protein MotA,AIK95837.1_MotA_Candidatus
Bacteria,AJJ56783.1,X,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis IP 32953,CP009712.1,AJJ56783.1,NA,flagellar motor stator protein MotA,AJJ56783.1_MotA_Yersinia
Bacteria,AKJ65464.1,X,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,Kiritimatiella glycovorans,CP010904.1,AKJ65464.1,NA,colicin uptake protein TolQ,AKJ65464.1_TolQ_Kiritimatiella
Bacteria,AKJ65465.1,X,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,Kiritimatiella glycovorans,CP010904.1,AKJ65465.1,NA,Biopolymer transport protein ExbB,AKJ65465.1_ExbB_Kiritimatiella
Bacteria,ALA60092.1,X,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira moscoviensis,CP011801.1,ALA60092.1,NA,Protein TolQ,ALA60092.1_TolQ_Nitrospira
Bacteria,ALA61164.1,X,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira moscoviensis,CP011801.1,ALA61164.1,NA,MotA/TolQ/ExbB proton channel,ALA61164.1_AQB_Nitrospira
Bacteria,ALJ56692.1,X,Verrucomicrobia,Spartobacteria,,,Candidatus Xiphinematobacter,Candidatus Xiphinematobacter sp. Idaho Grape,CP012665.1,ALJ56692.1,NA,colicin uptake protein TolQ,ALJ56692.1_TolQ_Candidatus
Bacteria,ALU35076.1,X,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium autoethanogenum DSM 10061,CP012395.1,ALU35076.1,NA,MotA/TolQ/ExbB proton channel,ALU35076.1_AQB_Clostridium
Bacteria,AMW06484.1,X,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,CP011454.1,AMW06484.1,NA,flagellar motor protein MotA,AMW06484.1_MotA_Gemmatimonas
Bacteria,APW42908.1,X,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax saidenbachensis,CP019239.1,APW42908.1,NA,flagellar motor stator protein MotA,APW42908.1_MotA_Rhodoferax
Bacteria,APW43194.1,X,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax saidenbachensis,CP019239.1,APW43194.1,NA,flagellar motor stator protein MotA,APW43194.1_MotA_Rhodoferax
Bacteria,AQU99647.1,X,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus multivorans,CP019913.2,AQU99647.1,NA,MotA,AQU99647.1_MotA_Desulfococcus
Bacteria,ATC63405.1,X,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Nibricoccus,Nibricoccus aquaticus,CP023344.1,ATC63405.1,NA,flagellar motor protein MotA,ATC63405.1_MotA_Nibricoccus
Bacteria,ATX78592.1,X,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus aestuarium,CP018799.1,ATX78592.1,NA,chemotaxis protein MotA,ATX78592.1_MotA_Mariprofundus
Bacteria,ATX82928.1,X,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus ferrinatatus,CP018800.1,ATX82928.1,NA,chemotaxis protein MotA,ATX82928.1_MotA_Mariprofundus
Bacteria,AUX20279.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX20279.1,NA,transport protein tolQ,AUX20279.1_TolQ_Sorangium
Bacteria,AUX22204.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX22204.1,NA,flagellar motor protein MotA,AUX22204.1_MotA_Sorangium
Bacteria,AUX22205.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX22205.1,NA,flagellar motor protein MotA,AUX22205.1_MotA_Sorangium
Bacteria,AUX23472.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX23472.1,NA,flagellar motor protein MotA,AUX23472.1_MotA_Sorangium
Bacteria,AUX23532.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX23532.1,NA,biopolymer transporter,AUX23532.1_Sorangium
Bacteria,AUX24210.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,CP012670.1,AUX24210.1,NA,flagellar motor protein MotA,AUX24210.1_MotA_Sorangium
Bacteria,AWG41586.1,X,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema pallidum subsp. pertenue,CP021113.1,AWG41586.1,NA,Mot family proton (H+) or sodium (Na+) transporter MotA,AWG41586.1
Bacteria,AWI08418.1,X,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Ereboglobus,Ereboglobus luteus,CP023004.1,AWI08418.1,NA,flagellar motor protein MotA,AWI08418.1_MotA_Ereboglobus
Bacteria,BAC89328.1,X,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Gloeobacter violaceus PCC 7421,BA000045.2,BAC89328.1,NA,glr1387,BAC89328.1
Bacteria,BAD41956.1,X,Bacillota,Clostridia,Eubacteriales,Symbiobacteriaceae,Symbiobacterium,Symbiobacterium thermophilum IAM 14863,AP006840.1,BAD41956.1,NA,flagellar motor protein MotA,BAD41956.1_MotA_Symbiobacterium
Bacteria,CAD71788.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica SH 1,,CAD71788.1,NA,probable biopolymer transport protein,CAD71788.1
Bacteria,CAD71937.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica SH 1,,CAD71937.1,NA,probable biopolymer transport ExbB-related protein,CAD71937.1
Bacteria,CAD74695.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica SH 1,,CAD74695.1,NA,probable TolQ-type transport protein,CAD74695.1
Bacteria,CAD77369.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica SH 1,,CAD77369.1,NA,probable tolQ-type transport protein,CAD77369.1
Bacteria,CAG37138.1,X,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila LSv54,,CAG37138.1,NA,related to biopolymer transport protein (TolQ),CAG37138.1_TolQrelated_Desulfotalea
Bacteria,CAG37394.1,X,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila LSv54,,CAG37394.1,NA,related to flagellar motor apparatus (MotA),CAG37394.1_MotA_Desulfotalea
Bacteria,CAG37703.1,X,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila LSv54,,CAG37703.1,NA,related to transport protein TolQ,CAG37703.1_TolQ_Desulfotalea
Bacteria,CCG56832.1,X,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli WesB,,CCG56832.1,NA,biopolymer transport protein ExbB,CCG56832.1_ExbB_Brachyspira
Bacteria,CCG57546.1,X,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli WesB,,CCG57546.1,NA,flagellar Motor Protein MotA,CCG57546.1_MotA_Brachyspira
,DGBBEKCF,X,,,,,,,,DGBBEKCF,NA,,DGBBEKCF_02484_MotA_Verrucomicrobium_sp_PRJEB38681
Bacteria,EKT86693.1,X,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira santarosai serovar Shermani str. LT 821,CP006694.1,EKT86693.1,NA,flagellar motor protein MotP,EKT86693.1_MotP_Leptospira
Bacteria,EKT88755.1,X,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira santarosai serovar Shermani str. LT 821,CP006694.1,EKT88755.1,NA,endoflagellar motor protein,EKT88755.1_Leptospira
Bacteria,MBU2984437.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000007.1,MBU2984437.1,NA,protein TolQ,MBU2984437.1_TolQ_Saccharophagus
Bacteria,MBU2984729.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000009.1,MBU2984729.1,NA,MotA/TolQ/ExbB proton channel family protein,MBU2984729.1_AQB_Saccharophagus
Bacteria,MBU2985168.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000017.1,MBU2985168.1,NA,MotA/TolQ/ExbB proton channel family protein,MBU2985168.1_AQB_Saccharophagus
Bacteria,MBU2985330.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000023.1,MBU2985330.1,NA,flagellar motor protein PomA,MBU2985330.1_PomA_Saccharophagus
Bacteria,MBU2985725.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000027.1,MBU2985725.1,NA,MotA/TolQ/ExbB proton channel family protein,MBU2985725.1_AQB_Saccharophagus
Bacteria,MBU2985819.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000027.1,MBU2985819.1,NA,flagellar motor protein,MBU2985819.1_Saccharophagus
Bacteria,MBU2986144.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,JAHKPP010000031.1,MBU2986144.1,NA,MotA/TolQ/ExbB proton channel family protein,MBU2986144.1_AQB_Saccharophagus
,PKPEBJJI,X,,,,,,,,PKPEBJJI,NA,,PKPEBJJI_00297_TolQ_CAIZXV01_Verrucomicrobium_sp_PRJEB3868
Bacteria,QDU25289.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU25289.1,NA,Chemotaxis protein LafT,QDU25289.1
Bacteria,QDU25322.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU25322.1,NA,Biopolymer transport protein ExbB,QDU25322.1_ExbB_Anatilimnocola
Bacteria,QDU25761.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU25761.1,NA,Biopolymer transport protein ExbB,QDU25761.1_ExbB_Anatilimnocola
Bacteria,QDU27583.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU27583.1,NA,colicin uptake protein TolQ,QDU27583.1_TolQ_Anatilimnocola
Bacteria,QDU29130.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU29130.1,NA,colicin uptake protein TolQ,QDU29130.1_TolQ_Anatilimnocola
Bacteria,QDU30851.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU30851.1,NA,Biopolymer transport protein ExbB,QDU30851.1_ExbB_Anatilimnocola
Bacteria,QDU31292.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,Anatilimnocola aggregata,CP036274.1,QDU31292.1,NA,Biopolymer transport protein ExbB,QDU31292.1_ExbB_Anatilimnocola
Bacteria,QDU92956.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU92956.1,NA,Biopolymer transport protein ExbB,QDU92956.1_ExbB_Lignipirellula
Bacteria,QDU93364.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU93364.1,NA,Biopolymer transport protein ExbB,QDU93364.1_ExbB_Lignipirellula
Bacteria,QDU97593.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU97593.1,NA,Chemotaxis protein PomA,QDU97593.1_PomA_Lignipirellula
Bacteria,QDU98188.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU98188.1,NA,Biopolymer transport protein ExbB,QDU98188.1_ExbB_Lignipirellula
Bacteria,QDU98468.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU98468.1,NA,Biopolymer transport protein ExbB,QDU98468.1_ExbB_Lignipirellula
Bacteria,QDU99088.1,X,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula,Lignipirellula cremea,CP036433.1,QDU99088.1,NA,colicin uptake protein TolQ,QDU99088.1_TolQ_Lignipirellula
Bacteria,QEI18804.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI18804.1,NA,protein TolQ,QEI18804.1_TolQ_Cellvibrio
Bacteria,QEI18926.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI18926.1,NA,flagellar motor stator protein MotA,QEI18926.1_MotA_Cellvibrio
Bacteria,QEI19039.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI19039.1,NA,MotA/TolQ/ExbB proton channel family protein,QEI19039.1_AQB_Cellvibrio
Bacteria,QEI19442.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI19442.1,NA,MotA/TolQ/ExbB proton channel family protein,QEI19442.1_AQB_Cellvibrio
Bacteria,QEI19744.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI19744.1,NA,flagellar motor protein,QEI19744.1_Cellvibrio
Bacteria,QEI19895.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI19895.1,NA,MotA/TolQ/ExbB proton channel family protein,QEI19895.1_AQB_Cellvibrio
Bacteria,QEI20720.1,X,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,CP043306.1,QEI20720.1,NA,MotA/TolQ/ExbB proton channel family protein,QEI20720.1_AQB_Cellvibrio
Bacteria,QSR84237.1,X,Verrucomicrobia,,,,Methylacidimicrobium,Methylacidimicrobium sp. B4,CP066203.1,QSR84237.1,NA,MotA/TolQ/ExbB proton channel family protein,QSR84237.1_AQB_Methylacidimicrobium
Bacteria,QSR84464.1,X,Verrucomicrobia,,,,Methylacidimicrobium,Methylacidimicrobium sp. B4,CP066203.1,QSR84464.1,NA,MotA/TolQ/ExbB proton channel family protein,QSR84464.1_AQB_Methylacidimicrobium
Bacteria,QVL32859.1,X,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Telmatocola,Telmatocola sphagniphila,CP074694.1,QVL32859.1,NA,MotA/TolQ/ExbB proton channel family protein,QVL32859.1_AQB_Telmatocola
Bacteria,SCA58681.1,X,Chlamydiae,Chlamydiia,Chlamydiales,,,Chlamydiales bacterium SCGC AB-751-O23,,SCA58681.1,NA,Motility protein A,SCA58681.1_MotA_Chlamydiales
Bacteria,SEH96646.1,X,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,,SEH96646.1,NA,mota/tolq/exbb proton channel family,SEH96646.1_AQBfamily_Akkermansia
Bacteria,UBQ06690.1,X,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas taiwanensis,CP083911.1,UBQ06690.1,NA,MotA/TolQ/ExbB proton channel family protein,UBQ06690.1_AQB_Tepidimonas
Bacteria,UEO02151.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO02151.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO02151.1_AQB_Myxococcus
Bacteria,UEO03725.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO03725.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO03725.1_AQB_Myxococcus
Bacteria,UEO04322.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO04322.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO04322.1_AQB_Myxococcus
Bacteria,UEO04809.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO04809.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO04809.1_AQB_Myxococcus
Bacteria,UEO05650.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO05650.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO05650.1_AQB_Myxococcus
Bacteria,UEO05991.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO05991.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO05991.1_AQB_Myxococcus
Bacteria,UEO06636.1,X,Pseudomonadota,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus DZ2,CP080538.1,UEO06636.1,NA,MotA/TolQ/ExbB proton channel family protein,UEO06636.1_AQB_Myxococcus
